Subject Id,Subject Title,Subject Level,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"2.098","Introduction to Finite Element Methods for Partial Differential Equations","G","2.086;18.06",,,,,,,,Y,,"A. Patera",,,
"2.099","Computational Mechanics of Materials","G","Permission of instructor",,"16.225[J]",,,"2017-2018",Y,,,,"R. Radovitzky",,,
"2.110","Information, Entropy, and Computation","U","Physics I GIR",,"6.050[J]",,,"2017-2018",,,Y,,,,,
"2.111","Quantum Computation","G","Permission of instructor",,"8.370[J],18.435[J]",,,,Y,,,,"P. Shor",,,
"2.12","Introduction to Robotics","U","2.004,2.04A",,,,"2.120",,Y,,,,"H. Asada",,,
"2.120","Introduction to Robotics","G","",,,,,,Y,,,,,,,
"2.122","Stochastic Systems","G","2.004;2.087",,,,,,,,Y,,"T. Sapsis",,,
"2.131","Advanced Instrumentation and Measurement","G","Permission of Instructor",,,,,,,,Y,,"I. Hunter",,,
"2.14","Analysis and Design of Feedback Control Systems","U","2.004",,,,"2.140",,,,Y,,"D. Trumper",,,
"2.140","Analysis and Design of Feedback Control Systems","G","",,,,,,,,Y,,,,,
"2.141","Modeling and Simulation of Dynamic Systems","G","Permission of instructor",,,,,,Y,,,,"N. Hogan",,,
"2.151","Advanced System Dynamics and Control","G","2.004;18.06;2.087,2.04A",,,,,,Y,,,,"J. Slotine",,,
"2.152","Nonlinear Control","G","2.151,6.241,16.31,permission of instructor",,"9.110[J]",,,,,,Y,,"J. Slotine",,,
"2.153","Adaptive Control","G","2.151",,,,,"2017-2018",,,Y,,,,,
"2.154","Maneuvering and Control of Surface  and Underwater Vehicles","G","2.22",,,,,,Y,,,,"N. Patrikalakis",,,
"2.160","Identification, Estimation, and Learning","G","2.151",,,,,,,,Y,,"H. Asada",,,
"2.165","Robotics","G","2.151,permission of instructor",,"9.175[J]",,,"2017-2018",,,Y,,,,,
"2.166","Autonomous Vehicles","G","6.041B,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"2.167","Hands-On Marine Robotics","U","",,,,,"2017-2018",Y,,,,,,,
"2.171","Analysis and Design of Digital Control Systems","G","2.14,2.151,permission of instructor",,,,,"2017-2018",Y,,,,,,,
"2.18","Biomolecular Feedback Systems","G","18.03,Biology GIR,permission of instructor",,"6.557[J]",,"2.180[J],6.027[J]","2017-2018",,,Y,,,,,
"2.180","Biomolecular Feedback Systems","U","18.03,Biology GIR,permission of instructor",,"6.027[J]",,"2.18[J],6.557[J]","2017-2018",,,Y,,,,,
"2.183","Biomechanics and Neural Control of Movement","G","2.004,permission of instructor",,"9.34[J]",,"2.184",,,,Y,,"N. Hogan",,,
"2.184","Biomechanics and Neural Control of Movement","U","",,,,,,,,Y,,"N. Hogan",,,
"2.20","Marine Hydrodynamics","G","1.060B,2.006,2.06,2.016",,,,,,Y,,,,"D. Yue",,,
"2.22","Design Principles for Ocean Vehicles","G","2.20",,,,,,,,Y,,"A. Techet",,,
"2.23","Hydrofoils and Propellers","G","2.20;18.085",,,,,"2018-2019",,,Y,,"P. D. Sclavounos",,,
"2.24","Ocean Wave Interaction with Ships and Offshore Energy Systems","G","2.20;18.085",,"1.692[J]",,,"2017-2018",,,Y,,,,,
"2.25","Fluid Mechanics","G","2.006,2.06","18.075,18.085",,,,,Y,,,,"G. Mckinley",,,
"2.250","Fluid Dynamics and Disease","G","",,"1.631[J],HST.537[J]",,,,,,Y,,"L. Bourouiba",,,
"2.26","Advanced Fluid Dynamics","G","18.085;2.25,permission of instructor.",,"1.63[J]",,,"2017-2018",,,Y,,,,,
"2.28","Fundamentals and Applications of Combustion","G","2.006,2.051,2.06",,,,,"2018-2019",Y,,,,"A. Ghoniem",,,
"2.29","Numerical Fluid Mechanics","G","2.006,2.06,2.016,2.20,2.25;18.075",,,,,,,,Y,,"P. Lermusiaux",,,
"2.341","Macromolecular Hydrodynamics","G","2.25,10.301,permission of instructor",,"10.531[J]",,,"2018-2019",,,Y,,"G. Mckinley",,,
"2.37","Fundamentals of Nanoengineering","G","Permission of instructor",,,,"2.370",,,,Y,,,,,
"2.370","Fundamentals of Nanoengineering","U","",,,,,,,,Y,,"N. Hadjiconstantinou",,,
"2.372","Design and Fabrication of Microelectromechanical Systems","G","6.003,2.003,Physics II GIR;permission of instructor",,"6.777[J]",,"2.374[J],6.717[J]","2017-2018",,,Y,,,,,
"2.374","Design and Fabrication of Microelectromechanical Systems","U","",,,,,"2017-2018",,,Y,,,,,
"2.391","Nanostructure Fabrication","G","6.152,6.161,2.710;permission of instructor",,"6.781[J]",,,"2017-2018",,,Y,,,,,
"2.42","General Thermodynamics","G","Permission of instructor",,,,,,Y,,,,"W. Cheng",,,
"2.500","Desalination and Water Purification","G","1.020,2.006,10.302,2.051,2.06,permission of instructor",,,,,,,,Y,,,,,
"2.51","Intermediate Heat and Mass Transfer","U","2.006,2.051,2.06,permission of instructor",,,,,,Y,,,,"E. Wang",,,
"2.52","Modeling and Approximation of Thermal Processes","G","2.51",,"4.424[J]",,,,Y,,,,"L. Glicksman",,,
"2.55","Advanced Heat and Mass Transfer","G","2.51",,,,,,,,Y,,"R. Karnik",,,
"2.57","Nano-to-Macro Transport Processes","G","2.005,2.051,permission of instructor",,,,"2.570",,,,Y,,,,,
"2.570","Nano-to-Macro Transport Processes","U","",,,,,,,,Y,,,,,
"2.59","Thermal Hydraulics in Power Technology","G","2.006,10.302,22.312,permission of instructor",,"10.536[J],22.313[J]",,,"2018-2019",Y,,,,"M. Bucci",,,
"2.60","Fundamentals of Advanced Energy Conversion","U","2.006,2.051,2.06,permission of instructor",,"10.390[J]",,"2.62[J],10.392[J],22.40[J]","2017-2018",,,Y,,,,,
"2.603","Fundamentals of Smart and Resilient Grids","U","2.003",,,,"2.63","2017-2018",Y,,,,,,,
"2.61","Internal Combustion Engines","G","2.006",,,,,,,,Y,,,,,
"2.611","Marine Power and Propulsion","G","2.005",,,,"2.612",,Y,,,,,,,
"2.612","Marine Power and Propulsion","U","",,,,,,Y,,,,"R. Mccord",,,
"2.62","Fundamentals of Advanced Energy Conversion","G","2.006,2.051,2.06,permission of instructor",,"10.392[J],22.40[J]",,"2.60[J],10.390[J]","2017-2018",,,Y,,,,,
"2.625","Electrochemical Energy Conversion and Storage: Fundamentals, Materials and Applications","G","2.005,3.046,3.53,10.40,2.051,2.06,permission of instructor",,"10.625[J]",,,"2017-2018",Y,,,,,,,
"2.626","Fundamentals of Photovoltaics","G","Permission of instructor",,,,"2.627","2017-2018",Y,,,,,,,
"2.627","Fundamentals of Photovoltaics","U","Permission of instructor",,,,"2.626","2017-2018",Y,,,,,,,
"2.63","Fundamentals of smart and Resilient Grids","G","2.003,permission of instructor",,,,"2.603","2017-2018",Y,,,,,,,
"2.64","Superconducting Magnets","G","2.51;permission of instructor",,,,,"2017-2018",,,Y,,,,,
"2.65","Sustainable Energy",,"Permission of instructor",,"1.818[J],10.391[J],11.371[J],22.811[J]",,"2.650[J],10.291[J],22.081[J]",,,,,,"M. Golay",,,
"2.650","Introduction to Sustainable Energy","U","Permission of instructor",,"10.291[J],22.081[J]",,,,Y,,,,"M. Golay",,,
"2.651","D-Lab: Energy","U","",,"EC.711[J]",,"EC.791",,,,Y,,"S. Hsu",,,
"2.66","Fundamentals of Energy in Buildings","U","Physics I GIR;Calculus II GIR",,"1.044[J],4.42[J]",,,"2017-2018",Y,,,,,,,"REST"
"2.670","Mechanical Engineering Tools","U","",,,,,,,Y,,,"A. Hart",,,
"2.671","Measurement and Instrumentation","U","2.001;2.003;2.086;Physics II GIR",,,,,,Y,,Y,,"Fall:  B. Hughey\nSpring:  M. Kolle",,,"LAB"
"2.673","Instrumentation and Measurement for Biological Systems","U","Biology GIR;Physics II GIR;6.0002;18.03;permission of instructor",,"20.309[J]",,"20.409",,Y,,Y,,"Fall:  S. Manalis\nSpring:  A. Jasanoff",,,
"2.674","Introduction to Micro/Nano Engineering Laboratory",,"Physics II GIR,permission of instructor",,,"2.675,2.676",,,,,,,"S. Kim",,,
"2.675","Micro/Nano Engineering Laboratory","G","2.25;2.372,permission of instructor",,,"2.674","2.676",,Y,,,,"J. Kim",,,
"2.676","Micro/Nano Engineering Laboratory","U","2.001;2.003;2.671","2.005,2.051,2.06;permission of instructor",,"2.674","2.675",,Y,,,,"J. Kim",,,
"2.678","Electronics for Mechanical Systems","U","Physics II GIR",,,,,,Y,,Y,,"Fall:  S. Banzaert\nSpring:  J. Leonard",,,
"2.680","Unmanned Marine Vehicle Autonomy, Sensing, and Communication","G","Permission of instructor",,,,,,,,Y,,"M. Benjamin",,,
"2.681","Environmental Ocean Acoustics","G","2.066,18.075,permission of instructor",,,,,"2017-2018",Y,,,,,,,
"2.682","Acoustical Oceanography","G","2.681",,,,,"2017-2018",,,Y,,,,,
"2.683","Marine Bioacoustics and Geoacoustics","G","2.681",,,,,,,,Y,,,,,
"2.684","Wave Scattering by Rough Surfaces and Inhomogeneous Media","G","2.066,permission of instrctor",,,,,"2017-2018",,,Y,,,,,
"2.687","Time Series Analysis and System Identification","G","6.011;18.06",,,,,,Y,,,,,,,
"2.688","Principles of Oceanographic Instrument Systems -- Sensors and Measurements","G","18.075;2.671",,,,,,Y,,,,"J. Westwater",,,
"2.689","Projects in Oceanographic Engineering","G","Permission of instructor",,"1.699[J]",,,,Y,,Y,Y,"Fall:  J. Westwater\nSpring:  J. Westwater",,,
"2.690","Corrosion in Marine Engineering","G","3.012;permission of instructor",,,,,,,,,Y,,,,
"2.700","Principles of Naval Architecture","U","2.002",,,,"2.701",,Y,,,,"J. Harbour",,,
"2.701","Principles of Naval Architecture","G","",,,,,,Y,,,,,,,
"2.702","Systems Engineering and Naval Ship Design","G","2.701",,,,,,,,Y,,"J. Harbour",,,
"2.703","Principles of Naval Ship Design","G","2.082;2.20;2.611;2.702",,,,,,Y,,,,"J. Page",,,
"2.704","Projects in Naval Ship Conversion Design","G","2.703",,,,,,,Y,Y,,"Spring:  J. Harbour",,,
"2.705","Projects in New Concept Naval Ship Design","G","2.704",,,,,,Y,,Y,,"Fall:  J. Harbour\nSpring:  J. Harbour",,,
"2.707","Submarine Structural Acoustics","G","2.066",,,,,,,,Y,,"H. Schmidt",,,
"2.708","Traditional Naval Architecture Design","G","",,,,,,,Y,,,"J. Harbour",,,
"2.71","Optics","U","Physics II GIR;18.03;2.004,2.04A,2.04B,permission of instructor",,,,"2.710",,Y,,,,"G. Barbastathis",,,
"2.710","Optics","G","",,,,,,Y,,,,,,,
"2.715","Optical Microscopy and Spectroscopy for Biology and Medicine","G","Permission of instructor",,"20.487[J]",,,,,,Y,,,,,
"2.717","Optical Engineering","G","2.710,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"2.718","Photonic Materials","U","2.003,8.03,6.161,permission of instructor",,,,"2.719","2017-2018",Y,,,,,,,
"2.719","Photonic Materials","G","",,,,,"2017-2018",Y,,,,,,,
"2.70","FUNdaMENTALS of Precision Product Design","U","2.008",,,,"2.77",,,,Y,,"A. Slocum",,,
"2.77","FUNdaMENTALS of Precision Product Design","G","",,,,,,,,Y,,"A. Slocum",,,
"2.72","Elements of Mechanical Design","U","2.005,2.051;2.008","2.671",,,"2.720","2017-2018",,,Y,,,,,
"2.720","Elements of Mechanical Design","G","permission of instructor",,,,"2.72","2017-2018",,,Y,,,,,
"2.722","D-Lab: Design","U","2.670,permission of the instructor",,"EC.720[J]",,,,,,Y,,"S. Grama",,,
"2.723","Engineering Innovation and Design","U","",,,,,,Y,,Y,,"Fall:  C. Kotelly\nSpring:  C. Kotelly",,,
"2.729","D-Lab: Design for Scale","U","Permission of instructor",,"EC.729[J]",,,,Y,,,,"H. Quintus-Bosz",,,
"2.733","Engineering Systems Design","G","2.001;2.003;2.005,2.051;2.670,2.678,2.00B;permission of instructor",,,,"2.013",,Y,,,,,,,
"2.734","Engineering Systems Development","G","2.001;2.003;2.005,2.051;2.670,2.678,2.00B;permission of instructor",,,,"2.014",,,,Y,,,,,
"2.737","Mechatronics","G","6.002;2.14,6.302,16.30",,,,,"2017-2018",Y,,,,,,,
"2.739","Product Design and Development","G","2.009,15.761,15.778,15.810,permission of instructor",,"15.783[J]",,,,,,Y,,"M. Yang",,,
"2.74","Bio-inspired Robotics","U","2.004,permission of instructor",,,,"2.740",,Y,,,,"S. Kim",,,
"2.740","Bio-inspired Robotics","G","2.004,permission of instructor",,,,"2.74",,Y,,,,,,,
"2.744","Product Design","G","2.009",,,,,,,,Y,,"D. Wallace",,,
"2.75","Medical Device Design","G","2.008,6.101,6.111,6.115,22.071,permission of instructor",,"6.525[J],HST.552[J]",,"2.750[J],6.025[J]",,Y,,,,"A. Slocum",,,
"2.750","Medical Device Design","U","2.008,6.101,6.111,6.115,22.071,permission of instructor",,"6.025[J]",,"2.75[J],6.525[J],HST.552[J]",,Y,,,,"A. Slocum",,,
"2.752","Development of Mechanical Products","U","2.750,2.009,permission of instructor",,,,"2.753",,,,Y,,"N. Hanumara",,,
"2.753","Development of Mechanical Products","G","",,,,,,,,Y,,,,,
"2.76","Global Engineering","G","2.008,permission of instructor",,,,"2.760","2017-2018",Y,,,,,,,
"2.760","Global Engineering","U","2.008,permission of instructor",,,,"2.76","2017-2018",Y,,,,,,,
"2.778","Large and Complex Systems Design and Concept Development","G","permission of instructor",,,,,,Y,,,,"S. Kim",,,
"2.772","Thermodynamics of Biomolecular Systems","U","Calculus II GIR;Chemistry GIR;Physics I GIR",,"20.110[J]",,,,Y,,Y,,"Fall:  M. Birnbaum\nSpring:  M. Birnbaum",,,"REST"
"2.78","Principles and Practice of Assistive Technology","U","Permission of instructor",,"6.811[J],HST.420[J]",,,,Y,,,,"J. Greenberg",,,
"2.782","Design of Medical Devices and Implants","G","Chemistry GIR;Biology GIR;Physics I GIR;permission of instructor",,"HST.524[J]",,,,,,Y,,"I. Yannas",,,
"2.785","Cell-Matrix Mechanics","G","Chemistry GIR;Biology GIR;2.001;permission of instructor",,"HST.523[J]",,,"2017-2018",Y,,,,,,,
"2.79","Biomaterials: Tissue Interactions","G","Chemistry GIR;Biology GIR;Physics I GIR;permission of instructor",,"HST.522[J]",,,,Y,,,,"I. Yannas",,,
"2.791","Cellular Neurophysiology and Computing","U","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"6.021[J],9.21[J],20.370[J]",,,,Y,,,,"T. Heldt",,,
"2.792","Quantitative Systems Physiology","U","Physics II GIR,18.03,permission of instructor",,"6.022[J],HST.542[J]",,"2.796[J],6.522[J]",,,,Y,,"T. Heldt",,,
"2.793","Fields, Forces and Flows in Biological Systems","U","Physics II GIR;2.005,6.021,permission of instructor","20.309","6.023[J],20.330[J]",,,,,,Y,,"S. Manalis",,,
"2.794","Cellular Neurophysiology and Computing","G","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"6.521[J],9.021[J],20.470[J],HST.541[J]",,"2.791[J],6.021[J],9.21[J],20.370[J]",,Y,,,,"T. Heldt",,,
"2.795","Fields, Forces, and Flows in Biological Systems","G","Permission of instructor",,"6.561[J],10.539[J],20.430[J]",,,,Y,,,,"A. Grodzinsky",,,
"2.796","Quantitative Physiology: Organ Transport Systems","G","2.006,6.013;6.021",,"6.522[J]",,"2.792[J],6.022[J],HST.542[J]",,,,Y,,"R. Mark",,,
"2.797","Molecular, Cellular, and Tissue Biomechanics","U","2.370,2.772J;18.03,3.016;Biology GIR",,"3.053[J],6.024[J],20.310[J]",,,,Y,,,,"M. Bathe",,,
"2.798","Molecular, Cellular, and Tissue Biomechanics","G","Biology GIR;2.002,2.006,6.013,10.301,10.302",,"3.971[J],6.524[J],10.537[J],20.410[J]",,,"2017-2018",Y,,,,,,,
"2.799","The Cell as a Machine","G","5.07,18.03,7.05",,,,,,Y,Y,,Y,"R. Kamm",,,
"2.810","Manufacturing Processes and Systems","G","2.001;2.006;2.008",,,,,,Y,,,,"T. Gutowski",,,
"2.813","Energy, Materials, and Manufacturing","U","2.008,permission of instructor",,,,"2.83","2017-2018",,,Y,,,,,
"2.821","Structural Materials","G","Permission of instructor",,"3.371[J]","3.171",,,Y,,Y,Y,"Fall:  T. Eagar\nSpring:  T. Eagar",,,
"2.83","Energy, Materials and Manufacturing","G","2.008,permission of instructor",,,,"2.813","2017-2018",,,Y,,,,,
"2.830","Control of Manufacturing Processes","G","2.008,6.041B,6.152,15.064",,"6.780[J]",,,,,,Y,,"D. Hardt",,,
"2.851","System Optimization and Analysis for Operations","G","Calculus II GIR",,"15.066[J]",,,,,,,Y,,,,
"2.852","Manufacturing Systems Analysis","G","6.041B,permission of instructor",,,,,,,,Y,,,,,
"2.853","Introduction to Manufacturing Systems","U","2.008",,,,"2.854",,Y,,,,"S. Gershwin",,,
"2.854","Introduction to Manufacturing Systems","G","Undergraduate mathematics",,,,,,Y,,,,,,,
"2.888","Professional Seminar in Global Manufacturing Innovation and Entrepreneurship","G","",,,,,,,,Y,,"J. Pacheco Gonzalez",,,
"2.890","Global Operations Leadership Seminar","G","",,"10.792[J],15.792[J],16.985[J]",,,,Y,,Y,,"Fall:  T. Roemer\nSpring:  T. Roemer",,,
"2.900","Ethics for Engineers","U","",,,,"6.9041",,Y,,Y,,"Fall:  B. Trout\nSpring:  B. Trout",,,
"2.912","Venture Engineering","U","",,"3.085[J],15.373[J]",,,,,,Y,,"S. Stern",,,
"2.913","Entrepreneurship in Engineering","U","",,"6.907[J]",,"6.933",,Y,,Y,,"Fall:  C. Chase\nSpring:  C. Chase",,,
"2.916","Funding Strategies for Startups","G","",,"10.407[J]",,,,,,Y,,"S. Loessberg",,,
"2.96","Management in Engineering","U","",,,,,,Y,,,,"J. Chun",,,
"2.961","Management in Engineering","G","",,,,,,Y,,,,"J. Chun",,,
"2.965","Global Supply Chain Management","G","1.260,1.261,15.761,15.778,permission of instructor",,"1.265[J],15.765[J],SCM.265[J]",,,,,,Y,,"B. Arntzen",,,
"2.98","Sports Technology: Engineering & Innovation","G","",,,,,,Y,,Y,,"Fall:  C. Chase\nSpring:  C. Chase",,,
"2.981","New England Coastal Ecology","U","",,,,,,,Y,,,"A. Bastidas",,,
"2.990","Practical Work Experience","U","",,,,,,Y,Y,Y,,"Fall:  J. Embelton\nSpring:  J. Embelton",,,
"2.993","Independent Study","U","",,,,,,Y,Y,Y,Y,"Fall:  J. Embelton\nSpring:  J. Embelton",,,
"2.994","Independent Study","U","",,,,,,Y,Y,Y,Y,"Fall:  J. Embelton\nSpring:  J. Embelton",,,
"2.995","Advanced Topics in Mechanical Engineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  L. Regan\nSpring:  L. Regan",,,
"2.996","Advanced Topics in Mechanical Engineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  L. Regan\nSpring:  L. Regan",,,
"2.997","Advanced Topics in Mechanical Engineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  L. Regan\nSpring:  L. Regan",,,
"2.998","Advanced Topics in Mechanical Engineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  E. Reynolds\nSpring:  E. Reynolds",,,
"2.S670","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,Y,,,,,,,
"2.S790","Graduate Special Subject in Bioengineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"2.S791","Graduate Special Subject in Bioengineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"2.S792","Graduate Special Subject in Bioengineering","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"2.S97","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,,Y,,,,,,
"2.S971","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,,Y,,,,,,
"2.S972","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,Y,,Y,,"Fall:  K. Zolot",,,
"2.S973","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,Y,,,,"M. Culpepper",,,
"2.S974","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,,Y,,,,,,
"2.S975","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,,Y,,,,,,
"2.S980","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,,Y,,,,,,
"2.S981","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,Y,Y,,,"S. Spear, J. Page",,,
"2.S982","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,,,Y,,"P. Sclavounos",,,
"2.S983","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  A. Hosoi\nSpring:  A. Hosoi",,,
"2.S990","Graduate Special Subject in Mechanical Engineering","G","",,,,,,,,Y,,,,,
"2.S991","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,,,Y,,"M. Yang",,,
"2.S992","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,Y,,,,"J. Embelton",,,
"2.S993","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,Y,,,,"A. Bastidas",,,
"2.S994","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,,,Y,,"D. Braunstein",,,
"2.S995","Undergraduate Special Subject in Mechanical Engineering","U","",,,,,,Y,,,,,,,
"2.S996","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,Y,,Y,,,,,
"2.S997","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  X. Zhao\nSpring:  X. Zhao",,,
"2.S998","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  S. Kim\nSpring:  J. Hart",,,
"2.S999","Graduate Special Subject in Mechanical Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  D. Hart\nSpring:  T. Gutowski",,,
"2.978","Instruction in Teaching Engineering","G","Permission of instructor",,,,,,Y,,,,,,,
"2.979","Undergraduate Teaching","U","",,,,,,Y,Y,Y,,"Fall:  J. Embelton\nSpring:  J. Embelton",,,
"2.999","Engineer's Degree Thesis Proposal Preparation","G","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  L. Regan\nSpring:  L. Regan",,,
"2.EPE","UPOP Engineering Practice Experience","U","2.EPW,permission of instructor",,,,,,Y,,Y,,"Fall:  J. Crim\nSpring:  J. Crim",,,
"2.EPW","UPOP Engineering Practice Workshop","U","",,,,,,Y,Y,,,"Fall:  J. Crim",,,
"2.THG","Graduate Thesis","G","Permission of advisor",,,,,,Y,Y,Y,Y,"Fall:  L. Regan\nSpring:  L. Regan",,,
"2.THU","Undergraduate Thesis","U","",,,,,,Y,Y,Y,Y,"Fall:  H. Theberge\nSpring:  H. Theberge",,,
"2.UR","Undergraduate Research in Mechanical Engineering","U","",,,,,,Y,Y,Y,Y,"Fall:  H. Theberge\nSpring:  H. Theberge",,,
"2.URG","Undergraduate Research in Mechanical Engineering","U","",,,,,,Y,Y,Y,Y,"H. Theberge",,,
"3.001","Introduction to Materials Science and Engineering","U","",,,,,,Y,,Y,,"Fall:  C. Carter\nSpring:  C. Carter",,,
"3.003","Principles of Engineering Practice",,"Physics I GIR;Calculus I GIR",,,,"3.004",,,,,,,,,
"3.004","Principles of Engineering Practice","U","Physics I GIR;Calculus I GIR",,,,"3.003",,,,Y,,"L. Kimerling",,,
"3.005","Passion Projects: Living in a Material World","U","",,,,,"2017-2018",,,Y,,,,,
"3.012","Fundamentals of Materials Science and Engineering","U","","18.03,18.032,3.016",,,,,Y,,,,"C. Ross",,,"REST"
"3.014","Materials Laboratory","U","",,,,,,Y,,,,"D. Sadoway",,,"LAB"
"3.016","Computational Methods for Materials Scientists and Engineers","U","Calculus II GIR",,,,,,Y,,,,"C. Carter",,,
"3.017","Modelling, Problem Solving, Computing, and Visualization","U","3.016,6.0001,16.66,12.010;3.014,3.022,3.024;permission of instructor",,,,,,,,Y,,"C. Carter",,,
"3.021","Introduction to Modeling and Simulation","U","18.03,3.016,permission of instructor",,,,,,,,Y,,"M. Buehler",,,"REST"
"3.022","Microstructural Evolution in Materials","U","3.012",,,,,,,,Y,,"J. Hu",,,
"3.024","Electronic, Optical and Magnetic Properties of Materials","U","3.012",,,,,,,,Y,,"P. Anikeeva",,,
"3.032","Mechanical Behavior of Materials","U","Physics I GIR;3.016,18.03",,,,,,Y,,,,"L. Gibson",,,
"3.034","Organic and Biomaterials Chemistry","U","3.012",,,,"3.034A",,Y,,,,"R. Macfarlane",,,
"3.034A","Organic and Biomaterials Chemistry","U","Chemistry GIR",,,,"3.034",,Y,,,,,,,
"3.035","Problems in Materials Science and Engineering","U","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  A. Belcher\nSpring:  A. Belcher",,,
"3.036","Problems in Materials Science and Engineering","U","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  H. Tuller\nSpring:  H. Tuller",,,
"3.037","Problems in Materials Science and Engineering","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  H. Tuller\nSpring:  H. Tuller",,,
"3.038","Problems in Materials Science and Engineering","U","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  L. Kimerling\nSpring:  L. Kimerling",,,
"3.039","Problems in Materials Science and Engineering","U","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  J. Grossman\nSpring:  J. Grossman",,,
"3.04","Problems in Materials Science and Engineering","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  G. Beach\nSpring:  G. Beach",,,
"3.042","Materials Project Laboratory","U","3.014,3.032,3.044",,,,,,Y,,Y,,"Fall:  M. Tarkanian\nSpring:  M. Tarkanian",,,
"3.044","Materials Processing","U","3.012;3.022",,,,,,,,Y,,"E. Olivetti",,,
"3.046","Thermodynamics of Materials","U","3.012,permission of instructor",,,,,,,,Y,,"R. Jaramillo",,,"REST"
"3.048","Advanced Materials Processing","U","3.022;3.044",,,,,"2017-2018",,,Y,,,,,
"3.052","Nanomechanics of Materials and Biomaterials","U","3.032,permission of instructor",,,,,,,,Y,,"C. Ortiz",,,
"3.053","Molecular, Cellular, and Tissue Biomechanics","U","2.370,2.772J;18.03,3.016;Biology GIR",,"2.797[J],6.024[J],20.310[J]",,,,Y,,,,"M. Bathe",,,
"3.054","Cellular Solids: Structure, Properties, Applications","U","3.032",,,,"3.36",,Y,,,,"L. Gibson",,,
"3.055","Biomaterials Science and Engineering","U","3.034,20.110,permission of instructor",,"20.363[J]",,"3.963[J],20.463[J]",,Y,,,,"D. Irvine",,,
"3.063","Polymer Physics","U","3.012",,,,"3.942",,Y,,,,"A. Alexander-Katz",,,
"3.064","Polymer Engineering","U","3.032;3.044",,,,,"2017-2018",Y,,,,,,,
"3.07","Introduction to Ceramics","U","3.012",,,,,,Y,,,,"Y. Chiang",,,
"3.071","Amorphous Materials","U","3.024",,,,,,Y,,,,"J. Hu",,,
"3.072","Symmetry, Structure and Tensor Properties of Materials","U","3.016,18.03",,,,"3.60",,Y,,,,"E. Fitzgerald",,,
"3.074","Imaging of Materials","U","3.024",,,,"3.34",,,,Y,,"S. Gradecak",,,
"3.080","Strategic Materials Selection","U","3.012,3.014,permission of instructor",,,,,,,,Y,,"R. Kirchain",,,
"3.081","Industrial Ecology of Materials","U","3.012,3.014,permission of instructor",,,,"3.560","2017-2018",Y,,,,,,,
"3.085","Venture Engineering","U","",,"2.912[J],15.373[J]",,,,,,Y,,"S. Stern",,,
"3.086","Innovation and Commercialization of Materials Technology","U","",,,,"3.207",,,,Y,,"E. Fitzgerald",,,
"3.091","Introduction to Solid-State Chemistry","U","",,,,"ES.3091",,Y,,Y,,"Fall:  J. Grossman\nSpring:  N. Holten-Andersen",,,"CHEM"
