Subject Id,Subject Title,Subject Level,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"21L.512","American Authors","U","One subject in Literature;permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-H",
"21L.007","World Literatures","U","",,,,,,,,Y,,"J. Terrones","CI-H","HASS-H",
"21L.020","Globalization:  The Good, the Bad and the In-Between","U","",,"WGS.145[J]",,,,Y,,,,"M. Resnick","CI-H","HASS-H",
"21L.522","International Women's Voices","U","",,"21G.022[J],WGS.141[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"21L.580","Translations","U","",,,,,"2018-2019",,,Y,,"S. Tapscott",,"HASS-A",
"21L.590","Cultural Encounters: Global Literature Abroad","U","Permission of instructor",,,,,,,Y,,,"D. Henderson",,"HASS-H",
"21L.601","Old English and Beowulf","U","",,"24.916[J]",,,,,,Y,,"A. Bahr",,"HASS-H",
"21L.607","Greek I","U","",,,,,,Y,,,,"R. Colaizzi",,,
"21L.608","Greek II","U","21L.607,permission of instructor",,,,,,Y,,,,"R. Colaizzi",,,
"21L.611","Latin I","U","",,,,,,Y,,,,"R. Colaizzi",,,
"21L.612","Latin II","U","21L.611,permission of instructor",,,,,,Y,,,,"R. Colaizzi",,,
"21L.613","Latin Readings","U","21L.611,permission of instructor",,,,,,,,Y,,"S. Frampton",,,
"21L.614","Advanced Latin Readings","U","21L.613;placement exam,permission of instructor",,,,,,,,Y,,"S. Frampton",,,
"21L.636","Introduction to Contemporary Hispanic Literature and Film","U","One intermediate subject in Spanish,permission of instructor",,"21G.716[J]",,,"2017-2018",Y,,,,,,"HASS-H",
"21L.637","Introduction to Hispanic Culture","U","One intermediate subject in Spanish,permission of instructor",,"21G.717[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"21L.638","Literature and Social Conflict: Perspectives on the Hispanic World","U","One intermediate subject in Spanish,permission of instructor",,"21G.738[J]",,,"2018-2019",Y,,,,"J. Terrones",,"HASS-H",
"21L.639","Globalization and its Discontents: Spanish-speaking Nations","U","One intermediate subject in Spanish,permission of instructor",,"21G.739[J]",,,"2018-2019",,,Y,,"J. Terrones",,"HASS-H",
"21L.640","The New Spain: 1977-Present","U","One intermediate subject in Spanish,permission of instructor",,"21G.740[J]",,,"2017-2018",Y,,,,,,"HASS-H",
"21L.701","Literary Methods","U","Two subjects in Literature",,,,,,Y,,,,"W. Kelley",,"HASS-H",
"21L.702","Studies in Fiction","U","Two subjects in Literature",,,,,,Y,,Y,,"Fall:  D. Thorburn\nSpring:  W. Kelley",,"HASS-H",
"21L.703","Studies in Drama","U","Two subjects in Literature",,,,,,Y,,,,"M. Gubar",,"HASS-H",
"21L.704","Studies in Poetry","U","Two subjects in Literature",,,,,,Y,,Y,,"Fall:  N. Jackson\nSpring:  D. Henderson",,"HASS-H",
"21L.705","Major Authors","U","Two subjects in Literature",,,,,,,,Y,,"A. Bahr",,"HASS-H",
"21L.706","Studies in Film","U","21L.011,one subject in Literature,Comparative Media Studies;permission of instructor",,,,"CMS.830",,Y,,Y,,"Fall:  P. Donaldson\nSpring:  E. Brinkema",,"HASS-H",
"21L.707","Problems in Cultural Interpretation","U","Two subjects in Literature,permission of instructor",,,,,"2017-2018",,,Y,,,,"HASS-H",
"21L.709","Studies in Literary History","U","Two subjects in Literature,History",,,,,"2017-2018",,,Y,,,,"HASS-H",
"21L.715","Media in Cultural Context","U","Two subjects in Literature,Comparative Media Studies;permission of instructor",,,,"CMS.871",,Y,,,,"M. Marks",,"HASS-H",
"21L.900","Independent Study","U","Permission of instructor",,,,,,Y,Y,Y,,"Spring:  D. Johnson",,,
"21L.901","Independent Study","U","Permission of instructor",,,,,,,,Y,,,,,
"21L.S88","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"21L.S89","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S90","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"21L.S91","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S92","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S93","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",,Y,,,,,,
"21L.S94","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S95","Special Subject in Literature","U","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S96","Special Subject in Film and Media","U","Two subjects in Film;Media;permission of the director of Comparative Media Studies",,,,,,Y,,Y,,,,,
"21L.S97","Special Subject in Film and Media","U","Two subjects in Film;Media;permission of director of Comparative Media Studies",,,,,,Y,,Y,,,,,
"21L.THT","Literature Pre-Thesis Tutorial","U","",,,,,,Y,,,,"D. Johnson",,,
"21L.THU","Literature Thesis","U","21L.THT",,,,,"2017-2018",,,Y,,,,,
"21L.UR","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"Fall:  D. Johnson\nSpring:  D. Johnson",,,
"21L.URG","|","U","",,,,,,Y,Y,Y,Y,,,,
"21M.011","Introduction to Western Music","U","",,,,,,Y,,Y,,"Fall:  E. Pollock\nSpring:  M. Marks, C. Latham, T. Neff","CI-H","HASS-A",
"21M.013","The Supernatural in Music, Literature and Culture","U","",,"21L.013[J]",,,,Y,,,,"C. Shadle","CI-H",,
"21M.030","Introduction to World Music","U","",,,,,,Y,,Y,,"Fall:  P. Tang\nSpring:  E. Ziporyn, K. Haas","CI-H","HASS-A",
"21M.051","Fundamentals of Music","U","",,,,,,Y,,Y,,"Fall:  K. Salfelder\nSpring:  K. Salfelder, Staff",,"HASS-A",
"21M.065","Introduction to Musical Composition","U","",,,,,,Y,,Y,,"Fall:  E. Ziporyn",,"HASS-A",
"21M.215","Music of the Americas","U","Permission of instructor",,,,,"2017-2018",,,Y,,"C. Shadle",,"HASS-A",
"21M.220","Medieval and Renaissance Music","U","","21M.301",,,,,,,Y,,,,"HASS-A",
"21M.223","Folk Music of the British Isles and North America","U","",,"21L.023[J]",,,,Y,,,,"R. Perry","CI-H","HASS-A",
"21M.226","Jazz","U","",,,,,,Y,,,,"M. Harvey",,"HASS-A",
"21M.235","Monteverdi to Mozart: 1600-1800","U","21M.301,permission of instructor",,,,,,,,Y,,"T. Neff",,"HASS-A",
"21M.250","Beethoven to Mahler: 1800-1910","U","21M.301,permission of instructor",,,,,,Y,,,,"T. Neff",,"HASS-A",
"21M.260","Stravinsky to the Present","U","21M.301,permission of instructor",,,,,,Y,,,,"M. Marks",,"HASS-A",
"21M.269","Studies in Western Music History","U","21M.301,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.271","Symphony and Concerto","U","",,,,,"2017-2018",,,Y,,"E. Pollock",,"HASS-A",
"21M.273","Opera","U","",,,,,,Y,,,,"E. Pollock",,"HASS-A",
"21M.283","The Musical","U","One subject in film,music,theater;permission of instructor",,,,,,,,Y,,"M. Marks",,"HASS-A",
"21M.284","Film Music","U","",,,,"CMS.925",,Y,,,,"M. Marks",,"HASS-A",
"21M.289","Studies in Western Classical Genres","U","21M.301,permission of the instructor",,,,,,,,Y,,,,"HASS-A",
"21M.291","Music of India","U","",,,,,,,,Y,,"G. Ruckert",,"HASS-A",
"21M.292","Music of Indonesia","U","",,,,,,Y,,,,"L. Tilley",,"HASS-A",
"21M.293","Music of Africa","U","",,,,,,Y,,,,"P. Tang",,"HASS-A",
"21M.294","Popular Musics of the World","U","",,,,,,,,Y,,"P. Tang",,"HASS-A",
"21M.295","American Popular Music","U","",,,,,,,,Y,,"L. Flood",,"HASS-A",
"21M.299","Studies in World, Traditional, and Popular Music","U","21M.030,permission of instructor",,,,,,Y,,,,"T. Neff",,"HASS-A",
"21M.301","Harmony and Counterpoint I","U","",,,,,,Y,,Y,,"Fall:  W. Cutter\nSpring:  M. Harvey, E. Ruehr, V. Tzotzkova, K. Salfelder",,"HASS-A",
"21M.302","Harmony and Counterpoint II","U","21M.301,permission of instructor",,,,,,Y,,Y,,"Fall:  K. Makan\nSpring:  C. Shadle, P. Child",,"HASS-A",
"21M.303","Writing in Tonal Forms I","U","21M.302",,,,,,Y,,Y,,"Fall:  C. Shadle\nSpring:  C. Shadle",,"HASS-A",
"21M.304","Writing in Tonal Forms II","U","21M.303",,,,,,,,Y,,"C. Shadle",,"HASS-A",
"21M.310","Techniques of 20th-Century Composition","U","21M.302,21M.260,permission of instructor",,,,,,Y,,,,"K. Makan",,"HASS-A",
"21M.340","Jazz Harmony and Arranging","U","21M.051,21M.226,permission of instructor",,,,,,,,Y,,"M. Harvey",,"HASS-A",
"21M.341","Jazz Composition","U","21M.226,21M.340,permission of instructor",,,,,,Y,,,,"M. Harvey",,"HASS-A",
"21M.342","Composing for Jazz Orchestra","U","Permission of instructor",,,,,"2017-2018",Y,,,,"M. Harvey",,"HASS-A",
"21M.351","Music Composition","U","21M.304,21M.310,permission of instructor",,,,"21M.505",,,,Y,,"P. Child",,"HASS-A",
"21M.355","Musical Improvisation","U","Permission of instructor",,,,,,,,Y,,"M. Harvey",,"HASS-A",
"21M.359","Studies in Musical Composition, Theory and Analysis","U","21M.302,permission of instructor",,,,,,Y,,,,,,"HASS-A",
"21M.361","Electronic Music Composition I","U","",,,,,,Y,,Y,,"Fall:  P. Whincop\nSpring:  P. Whincop, C. Tallon",,"HASS-A",
"21M.362","Electronic Music Composition II","U","21M.361,permission of instructor",,,,,,,,Y,,"P. Whincop",,"HASS-A",
"21M.380","Music and Technology","U","Permission of instructor",,,,,,Y,,Y,,"Fall:  F. Hollerweger",,"HASS-A",
"21M.385","Interactive Music Systems","U","21M.301;6.01;permission of instructor",,"6.809[J]",,"21M.585",,Y,,Y,,"Fall:  E. Egozy\nSpring:  E. Egozy",,"HASS-A",
"21M.387","Fundamentals of Music Processing","U","21M.051;6.003;6.01",,,,"21M.587",,Y,,,,"E. Egozy",,"HASS-A",
"21M.401","MIT Concert Choir","U","",,,,,,Y,,Y,,"Fall:  W. Cutter\nSpring:  W. Cutter",,,
"21M.405","MIT Chamber Chorus","U","",,,,,,Y,,Y,,"Fall:  W. Cutter\nSpring:  W. Cutter",,,
"21M.410","Vocal Repertoire and Performance","U","","Participation in ensemble for vocalists",,,"21M.515",,,,Y,,"A. Boyles",,,
"21M.421","MIT Symphony","U","",,,,,,Y,,Y,,"Fall:  A. Boyles\nSpring:  A. Boyles",,,
"21M.423","Conducting and Score-Reading","U","21M.302,permission of instructor",,,,,,Y,,,,"A. Boyles",,,
"21M.426","MIT Wind Ensemble","U","",,,,,,Y,,Y,,"Fall:  F. Harris\nSpring:  F. Harris",,,
"21M.442","MIT Festival Jazz Ensemble","U","",,,,,,Y,,Y,,"Fall:  F. Harris\nSpring:  F. Harris",,,
"21M.445","Chamber Music Society","U","",,,,,,Y,,Y,,"Fall:  M. Thompson\nSpring:  M. Thompson, D. Deveau, J. Rife",,,
"21M.450","MIT Balinese Gamelan","U","Permission of instructor",,,,,,Y,,Y,,"Fall:  L. Tilley\nSpring:  D. Alit",,,
"21M.451","Studio Accompanying for Pianists","U","",,,,,,Y,,Y,,"Fall:  D. Deveau\nSpring:  D. Deveau",,,
"21M.460","MIT Senegalese Drum Ensemble","U","",,,,,,Y,,Y,,"Fall:  A. Toure\nSpring:  A. Toure",,,
"21M.480","Advanced Music Performance","U","",,,,"21M.512",,Y,,Y,,"Fall:  M. Thompson\nSpring:  M. Thompson, D. Deveau",,,
"21M.490","Emerson Scholar Solo Recital","U","Permission of instructor",,,,"21M.525",,,,Y,,"M. Thompson, D. Deveau, J. Rife",,,
"21M.500","Advanced Seminar in Music","U","Permission of instructor",,,,,,Y,,,,"P. Child",,"HASS-A",
"21M.505","Music Composition","G","21M.304,21M.310,permission of instructor",,,,"21M.351",,,,Y,,"P. Child",,,
"21M.512","Advanced Music Performance","G","",,,,"21M.480",,Y,,Y,,"Fall:  D. Deveau, M. Thompson, M. Thompson, D. Deveau\nSpring:  D. Deveau, M. Thompson, M. Thompson, D. Deveau",,,
"21M.515","Vocal Repertoire and Performance","G","",,,,"21M.410",,,,Y,,"A. Boyles",,,
"21M.525","Emerson Scholars Solo Recital","G","",,,,"21M.490",,,,Y,,"M. Thompson, D. Deveau",,,
"21M.531",,"U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  P. Tang\nSpring:  P. Tang",,,
"21M.533",,"U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  P. Tang\nSpring:  P. Tang",,,
"21M.531","Independent Study in Music","U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  P. Tang\nSpring:  P. Tang",,,
"21M.533","Independent Study in Music","U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  P. Tang\nSpring:  P. Tang",,,
"21M.S53","Special Subject in Music","U","Permission of instructor",,,,,,Y,Y,,,"Fall:  M. Cuthbert",,,
"21M.S54","Special Subject in Music","U","Permission of instructor",,,,,,Y,Y,,,"Fall:  M. Cuthbert",,,
"21M.580","Musical Aesthetics and Media Technology","G","Permission of instructor",,"MAS.825[J]",,,,Y,,,,"T. Machover",,,
"21M.581","Projects in Media and Music","G","MAS.825J",,"MAS.826[J]",,,,,,Y,,"T. Machover",,,
"21M.585","Interactive Music Systems","G","",,,,"6.809[J],21M.385[J]",,Y,,Y,,"Fall:  E. Egozy\nSpring:  E. Egozy",,,
"21M.587","Fundamentals of Music Processing","G","",,,,"21M.387",,Y,,,,"E. Egozy",,,
"21M.600","Introduction to Acting","U","",,,,,,Y,,Y,,"Fall:  A. Kohler\nSpring:  A. Kohler",,"HASS-A",
"21M.601","Drawing for Designers","U","",,,,,,Y,,Y,,"Fall:  S. Mcbride\nSpring:  S. Brown, O. Botez",,"HASS-A",
"21M.603","Introduction to Design for the Theater","U","",,,,,,Y,,,,"S. Brown",,"HASS-A",
"21M.604","Playwriting I","U","",,"21W.754[J]",,,,Y,,,,"K. Urban",,"HASS-A",
"21M.605","Voice and Speech for the Actor","U","",,,,,,Y,,Y,,"Fall:  K. Eastley\nSpring:  K. Eastley, O. D'Ambrosio",,"HASS-A",
"21M.606","Introduction to Stagecraft","U","",,,,,,Y,,Y,,"Fall:  S. Rodemann\nSpring:  S. Rodemann",,"HASS-A",
"21M.611","Foundations of Theater Practice","U","",,,,,,Y,,,,,,"HASS-A",
"21M.624","Acting with the Camera","U","21M.600,permission of instructor",,,,,,,,Y,,"A. Kohler",,"HASS-A",
"21M.645","Motion Theater","U","",,,,,,Y,,Y,,"Fall:  J. Scheib\nSpring:  J. Scheib, C. Hammond",,"HASS-A",
"21M.690","Sport as Performance","U","",,,,,,,,Y,,"C. Conceison","CI-H","HASS-A",
"21M.700","China on Stage","U","",,,,"21M.701",,,,Y,,"C. Conceison","CI-H","HASS-A",
"21M.701","China on Stage","G","",,,,"21M.700",,,,Y,,"C. Conceison",,,
"21M.704","Music Theater Workshop","U","21M.600,permission of instructor",,,,,,Y,,,,"A. Kohler",,"HASS-A",
"21M.705","The Actor and the Text","U","21M.600,permission of instructor",,,,,,,,Y,,"J. Sonenberg",,"HASS-A",
"21M.706","Asian American Theater","U","",,,,,"2017-2018",,,Y,,"C. Conceison",,"HASS-A",
"21M.710","Script Analysis","U","",,,,,,Y,,Y,,"Fall:  D. Gammons\nSpring:  D. Gammons","CI-H","HASS-A",
"21M.711","Production Seminar","U","",,,,,"2017-2018",,,Y,,,,"HASS-A",
"21M.715","Topics in Theater Arts","U","Permission of instructor",,,,,,Y,,Y,,"Fall:  K. Urban\nSpring:  C. Hammond",,,
"21M.732","Costume Design","U","Permission of instructor",,,,,,,,Y,,"O. Botez",,"HASS-A",
"21M.733","Set Design","U","21M.603,permission of instructor",,,,,,,,Y,,"S. Brown",,"HASS-A",
"21M.734","Lighting Design","U","Permission of instructor",,,,,,Y,,,,"J. Higgason",,"HASS-A",
"21M.735","Technical Design for Performance","U","21M.606,permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-A",
"21M.785","Playwrights' Workshop","U","21M.604,21W.754,permission of instructor",,"21W.769[J]",,"21M.789",,,,Y,,"K. Urban",,"HASS-A",
"21M.789","Playwrights' Workshop","G","21M.604,21W.754,permission of instructor",,,,"21M.785[J],21W.769[J]",,,,Y,,"K. Urban",,,
"21M.790","Director's Craft","U","21M.600;21M.710,permission of instructor",,,,"21M.791",,,,Y,,"J. Sonenberg",,"HASS-A",
"21M.791","Director's Craft","G","",,,,,,,,Y,,"J. Sonenberg",,,
"21M.800","All the World's a Stage: Socio-Political Perspectives in Global Performance","U","",,,,"21M.801","2017-2018",,,Y,,"C. Brathwaite",,"HASS-A",
"21M.801","All the Worlds a Stage: Socio-Political Perspectives in Global Performance","G","",,,,"21M.800","2017-2018",,,Y,,"C. Brathwaite",,,
"21M.803","Performance and Design Workshop","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  N. Paschal\nSpring:  N. Paschal",,,
"21M.806","Applied Performance and Design Production","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  A. Kohler\nSpring:  N. Paschal",,,
"21M.809","Performance and Design Intensive","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  N. Paschal\nSpring:  N. Paschal",,,
"21M.830","Acting: Techniques and Style","U","21M.624,21M.705,permission of instructor",,,,"21M.835",,Y,,,,"O. D'Ambrosio",,"HASS-A",
"21M.835","Acting: Techniques and Style","G","21M.600",,,,"21M.830",,Y,,,,,,,
"21M.840","Performance Media","U","",,,,"21M.841","2017-2018",Y,,,,,,"HASS-A",
"21M.841","Performance Media","G","",,,,"21M.840","2017-2018",Y,,,,,,,
"21M.842","Live Cinema Performance","U","",,,,"21M.843",,,,Y,,"J. Scheib",,"HASS-A",
"21M.843","Live Cinema Performance","G","",,,,"21M.842",,,,Y,,"J. Scheib",,,
"21M.846","Topics in Performance Studies","U","",,,,"21M.847",,,,Y,,"J. Stanley",,"HASS-A",
"21M.847","Topics in Performance Studies","G","",,,,"21M.846",,,,Y,,,,,
"21M.848","Performance Studies: Advanced Theories of Sport","U","21M.690;permission of instructor",,,,,"2017-2018",,,Y,,"C. Conceison",,"HASS-A",
"21M.851","Independent Study in Performance and Design","U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  N. Paschal\nSpring:  N. Paschal",,,
"21M.862","Topics in Performance Practice","U","",,,,,,Y,,Y,,"Spring:  K. Urban",,,
"21M.863","Advanced Topics in Theater Arts","U","Permission of instructor",,,,,,,,Y,,"J. Higgason",,,
"21M.864","Research in Theater","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Spring:  N. Paschal",,,
"21M.865","Research in Theater","G","Permission of instructor",,,,,,Y,Y,Y,Y,"J. Scheib",,,
"21M.THT","Pre-Thesis Tutorial","U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  J. Sonenberg\nSpring:  J. Sonenberg",,,
"21M.THU","Undergraduate Thesis","U","21M.THT",,,,,,Y,Y,Y,Y,"Fall:  J. Sonenberg\nSpring:  J. Sonenberg",,,
"21M.UR","Undergraduate Research in Music and Theater Arts","U","",,,,,,Y,Y,Y,Y,"Fall:  N. Paschal\nSpring:  N. Paschal",,,
"21M.URG","Undergraduate Research in Music","U",,,,,,,Y,Y,Y,Y,"N. Paschal",,,
"WGS.101","Introduction to Women's and Gender Studies","U","",,,,,,Y,,Y,,"Fall:  A. Walsh\nSpring:  A. Walsh","CI-H","HASS-H",
"WGS.109","Women and Global Activism in Media and Politics","U","",,,,,,,,Y,,"A. Sur","CI-H","HASS-H",
"WGS.110","Sexual and Gender Identities","U","",,"21H.108[J]",,,,Y,,,,"C. Horan",,"HASS-H",
"WGS.111","Gender and Media Studies","U","",,"CMS.619[J]",,,,Y,,,,"K. Surkan",,"HASS-H",
"WGS.115","Gender and Technology","U","",,,,,,Y,,,,,,"HASS-H",
"WGS.125","Games and Culture","U","",,"21W.768[J],CMS.616[J]",,"CMS.868",,Y,,,,"T. L. Taylor",,"HASS-S",
"WGS.140","Race and Identity in American Literature","U","Permission of instructor",,"21L.504[J]",,,,,,Y,,"J. Terrones",,"HASS-H",
"WGS.141","International Women's Voices","U","",,"21G.022[J],21L.522[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.142","Narrative and Identity: Writing and Film by Contemporary Women of Color","U","",,,,,"2018-2019",,,Y,,"S. King",,"HASS-H",
"WGS.145","Globalization:  The Good, the Bad and the In-Between","U","",,"21L.020[J]",,,,Y,,,,"M. Resnick","CI-H","HASS-H",
"WGS.150","Gender, Power, Leadership, and the Workplace","U","",,,,,,,,Y,,,,"HASS-S",
"WGS.151","Gender, Health, and Society","U","",,,,,,Y,,,,"B. Charlton",,"HASS-S",
"WGS.154","Gender and Japanese Popular Culture","U","",,"21A.143[J],21G.039[J]",,"21G.591","2018-2019",,,Y,,"I. Condry",,"HASS-H",
"WGS.155","Global Sexualities","U","",,"21A.310[J]",,,,Y,,,,"L. Tso",,"HASS-S",
"WGS.161","Gender and the Law in US History","U","",,"21H.320[J]",,,"2017-2018",Y,,,,,,"HASS-H",
"WGS.172","For Love and Money: Rethinking the Family","U","",,"21A.111[J]",,,,Y,,,,"H. Paxson",,"HASS-S",
"WGS.181","Queer Cinema","U","",,,,,,Y,,,,"K. Surkan",,"HASS-H",
"WGS.190","Black Matters:  Introduction to Black Studies","U","",,"24.912[J],21H.106[J],21L.008[J],21W.741[J]",,,,,,Y,,"M. DeGraff, D. Fox Harrell","CI-H",,
"WGS.220","Women and Gender in the Middle East and North Africa","U","",,"21H.263[J]",,,,,,Y,,"L. Ekmekcioglu",,"HASS-H",
"WGS.221","Women in the Developing World","U","",,,,,"2017-2018",Y,,,,,,"HASS-S",
"WGS.222","Women and War","U","",,"21H.381[J]",,,,Y,,,,"L. Ekmekcioglu",,"HASS-S",
"WGS.224","Race, Gender and Social Inequality: Reproductive Health Care in the United States","U","",,,,,,Y,,,,"E. Janiak",,"HASS-S",
"WGS.225","The Science of Race, Sex, and Gender","U","",,"21A.103[J],STS.046[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.226","Science, Gender and Social Inequality in the Developing World","U","",,"STS.023[J]",,,,Y,,,,"A. Sur",,"HASS-H",
"WGS.228","Psychology of Sex and Gender","U","",,,,,,Y,,,,"C. Kapungu",,"HASS-S",
"WGS.229","Race, Culture, and Gender in the US and Beyond: A Psychological Perspective","U","",,,,,,,,Y,,"C. Kapungu",,"HASS-S",
"WGS.231","Writing about Race","U","",,"21W.742[J]",,,,Y,,,,"K. Ragusa","CI-H","HASS-H",
"WGS.233","New Culture of Gender: Queer France","U","One intermediate subject in French",,"21G.325[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.234","The Invention of French Theory: A History of Transatlantic Intellectual Life since 1945","U","",,"21G.068[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.235","Classics of Chinese Literature in Translation","U","",,"21G.044[J]",,"21G.195",,,,Y,,,,"HASS-H",
"WGS.236","Introduction to East Asian Cultures: From Zen to K-Pop","U","",,"21G.030[J]",,"21G.193","2018-2019",Y,,,,"E. Teng Chung",,"HASS-H",
"WGS.240","Jane Austen","U","One subject in Literature",,"21L.473[J]",,,,Y,,,,"R. Perry",,"HASS-H",
"WGS.242","The Latina Experience in Literature, Film and Popular Culture","U","",,,,,,Y,,,,,,"HASS-H",
"WGS.245","Identities and Intersections: Queer Literatures","U","",,"21L.480[J]",,,,Y,,,,"J. Terrones",,"HASS-H",
"WGS.270","Violence, Human Rights, and Justice","U","",,"21A.442[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.271","Dilemmas in Biomedical Ethics: Playing God or Doing Good?","U","",,"21A.302[J]",,,"2017-2018",Y,,,,,,"HASS-S",
"WGS.274","Images of Asian Women: Dragon Ladies and Lotus Blossoms","U","",,"21A.141[J],21G.048[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.275","Gender in Science, Technology, and Environment","U","",,"21G.057[J],STS.022[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.276","Cultures of Computing","U","",,"21A.504[J],STS.086[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.301","Feminist Thought","U","",,"17.007[J],24.237[J]",,"17.006[J],24.637[J]",,Y,,,,"E. Wood",,"HASS-H",
"WGS.321","French Feminist Literature: Yesterday and Today","U","One intermediate subject in French,permission of instructor",,"21G.344[J]",,,"2018-2019",Y,,,,"B. Perreau",,"HASS-H",
"WGS.400","WGS Undergraduate Independent Study","U","Permission of instructor",,,,,,Y,,Y,,,,,
"WGS.UR","Undergraduate Research in Women's and Gender Studies","U","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"WGS.URG","Undergraduate Research in Women's and Gender Studies","U","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"WGS.S10","Special Subject in Women's and Gender Studies","G","",,,,,,Y,,Y,,"Fall:  M. Weinstock\nSpring:  M. Weinstock",,,
"WGS.600","Workshop for Dissertation Writers in Women's and Gender Studies","G","Must apply to the Graduate Consortium in Women's Studies",,,,,,Y,,Y,,,,,
"WGS.605","WGS Graduate Independent Study","G","Permission of instructor",,,,,,Y,,Y,,,,,
"WGS.610","Seminar in Feminist Issues","G","Must apply to the Graduate Consortium in Women's Studies",,,,,,Y,,,,,,,
"WGS.615","Feminist Inquiry: Strategies for Effective Scholarship","G","Must apply to the Graduate Consortium in Women's Studies",,,,,,,,Y,,"S. Lantz",,,
"WGS.640","Studies in Women's Life Narratives","G","Must apply to the Graduate Consortium in Women's Studies",,,,,,Y,,,,"S. Lantz",,,
"WGS.645","Issues of Representation: Feminist Theory","G","Application to the Graduate Consortium in Women's Studies",,,,,,Y,,Y,,"Fall:  A. Sutton\nSpring:  S. Lantz",,,
"WGS.680","The Economic History of Work and the Family","G","",,,,,,Y,,,,,,,
"WGS.700","Interdisciplinary Area Studies in Feminist Theories","G","Must apply to the Graduate Consortium in Women's Studies",,,,,,,,Y,,"S. Lantz",,,
"22.00","Introduction to Modeling and Simulation","U","18.03,3.016,permission of instructor",,,,,,,,Y,,"M. Buehler",,,"REST"
"22.01","Introduction to Nuclear Engineering and Ionizing Radiation","U","",,,,,,Y,,,,"M. Short",,,"REST"
"22.011","Seminar in Nuclear Science and Engineering","U","",,,,,"2017-2018",Y,,,,,,,
"22.012","Seminar in Fusion and Plasma Physics","U","",,,,,"2017-2018",,,Y,,,,,
"22.014","Ethics for Engineers","U","",,,,"6.9041",,Y,,Y,,"Fall:  B. Trout\nSpring:  B. Trout",,,
"22.02","Introduction to Applied Nuclear Physics","U","Physics II GIR;Calculus II GIR;8.03,permission of instructor",,,,,,,,Y,,"P. Cappellaro",,,"REST"
"22.033","Nuclear Systems Design Project","U","",,,,"22.33",,Y,,,,"Z. Hartwig",,,
"22.04","Social Problems of Nuclear Energy","U","",,"STS.084[J]",,,,,,Y,,"R. Kemp",,"HASS-S",
"22.05","Neutron Science and Reactor Physics","U","18.03;22.01;22.06",,,,,,Y,,,,"B. Forget",,,
"22.054","Materials Performance in Extreme Environments","U","3.032;3.044",,"3.154[J]",,,"2018-2019",,,Y,,,,,
"22.055","Radiation Biophysics","U","Permission of instructor",,,,"22.55[J],HST.560[J]","2017-2018",,,Y,,,,,
"22.06","Engineering of Nuclear Systems","U","2.005",,,,,,,,Y,,"E. Baglietto",,,
"22.071","Electronics, Signals, and Measurement","U","18.03",,,,,,,,Y,,"A. Danagoulian",,,"REST"
"22.081","Introduction to Sustainable Energy","U","Permission of instructor",,"2.650[J],10.291[J]",,,,Y,,,,"M. Golay",,,
