Subject Id,Subject Title,Subject Level,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"9.01","Introduction to Neuroscience","U","",,,,,,Y,,,,"M. Bear",,,"REST"
"9.011","Systems Neuroscience","G","Permission of instructor",,,,,,Y,,,,"E. Miller",,,
"9.012","Cognitive Science","G","Permission of instructor",,,,,,,,Y,,"E. Gibson",,,
"9.013","Molecular and Cellular Neuroscience Core II",,"Permission of instructor",,"7.68[J]",,,,,,,,"G. Feng",,,
"9.014","Quantitative Methods and Computational Models in Neurosciences","G","",,,,,,Y,,,,"M. Jazayeri",,,
"9.015","Molecular and Cellular Neuroscience Core I","G","",,"7.65[J]",,,,Y,,,,"T. Littleton",,,
"9.016","Acoustics, Production and Perception of Speech","G","8.03;6.003;permission of instructor",,"HST.714[J]",,,,Y,,,,"S. S. Ghosh, H. H. Nakajima",,,
"9.021","Cellular Neurophysiology and Computing","G","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"2.794[J],6.521[J],20.470[J],HST.541[J]",,"2.791[J],6.021[J],9.21[J],20.370[J]",,Y,,,,"T. Heldt",,,
"9.04","Sensory Systems","U","9.01,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"9.07","Statistics for Brain and Cognitive Science","U","6.00",,,,,,Y,,,,"E. Brown",,,
"9.073","Statistics for Neuroscience Research","G","Permission of instructor",,"HST.460[J]",,,"2017-2018",,,Y,,,,,
"9.09","Cellular and Molecular Neurobiology","U","7.05,9.01",,"7.29[J]",,,,,,Y,,"T. Littleton, M. Wilson",,,
"9.10","Cognitive Neuroscience","U","9.01",,,,,"2017-2018",,,Y,,,,,
"9.11","The Human Brain","U","9.00,9.01",,,,,,,,Y,,"N. Kanwisher",,,
"9.110","Nonlinear Control","G","2.151,6.241,16.31,permission of instructor",,"2.152[J]",,,,,,Y,,"J. Slotine",,,
"9.12","Experimental Molecular Neurobiology","U","9.01;Biology GIR",,,,,,,,Y,,"Y. Lin",,,"LAB"
"9.123","Neurotechnology in Action","G","Permission of instructor",,"20.203[J]",,,,,,Y,,"A. Jasanoff",,,
"9.14","Brain Structure and its Origins","U","9.01",,,,,,,,Y,,,,,
"9.15","Neural Circuits, Neuromodulatory, and Neuroendocrine Systems","U","7.29,9.01,permission of instructor",,,,,,Y,,,,"K. Tye",,,
"9.16","Cellular and Synaptic Neurophysiology","U","9.40",,,,"9.160",,Y,,,,"W. Xu",,,
"9.160","Cellular and Synaptic Neurophysiology","G","Permission of instructor",,,,"9.16",,Y,,,,,,,
"9.17","Systems Neuroscience Laboratory","U","7.29,9.40,permission of instructor","9.07",,,,,Y,,,,"M. Wilson",,,"LAB"
"9.175","Robotics","G","2.151,permission of instructor",,"2.165[J]",,,"2017-2018",,,Y,,,,,
"9.18","Developmental Neurobiology","U","9.01,7.03,7.05,permission of instructor",,"7.49[J]",,"7.69[J],9.181[J]","2017-2018",,,Y,,,,,
"9.181","Developmental Neurobiology","G","",,,,"7.49[J]","2017-2018",,,Y,,,,,
"9.19","Computational Psycholinguistics","U","6.00;6.041B,9.40,24.900;permission of instructor",,,,"9.190",,,,Y,,"R. Levy",,,
"9.190","Computational Psycholinguistics","G","6.00;6.431B,9.40,24.900;permission of instructor",,,,"9.19",,,,Y,,,,,
"9.20","Animal Behavior","U","9.00",,,,,"2017-2018",Y,,,,,,"HASS-S",
"9.21","Cellular Neurophysiology and Computing","U","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"2.791[J],6.021[J],20.370[J]",,,,Y,,,,"T. Heldt",,,
"9.24","Disorders and Diseases of the Nervous System","U","9.00;9.01;9.09",,,,,,,,Y,,"M. Sur",,,
"9.26","Principles and Applications of Genetic Engineering for Biotechnology and Neuroscience","U","7.28,7.32,20.020;9.01,9.09",,"20.205[J]",,,,,,Y,,"F. Zhang",,,
"9.272","Topics in Neural Signal Processing","G","Permission of instructor",,"HST.576[J]",,,"2018-2019",,,Y,,"E. Brown",,,
"9.28","Current Topics in Developmental Neurobiology","U","","9.18",,,,"2017-2018",,,Y,,,,,
"9.285","Audition: Neural Mechanisms, Perception and Cognition","G","Permission of instructor",,"HST.723[J]",,,,,,Y,,"J. McDermott, D. Polley, B. Delgutte, M. C. Brown,",,,
"9.301","Neural Plasticity in Learning and Memory","G","Permission of instructor",,"7.98[J]",,,,,,Y,,"S. Tonegawa",,,
"9.31","Neurobiology of Learning and Memory","U","9.01",,,,,,Y,,,,"M. Constantine-Paton",,,
"9.32","Genes, Circuits, and Behavior","U","9.09,9.10,9.16,9.18",,,,,,,,Y,,"G. Feng",,,
"9.322","Genetic Methods in Neurobiology","G","Permission of instructor",,"7.67[J]",,,,,,Y,,,,,
"9.33","Your Brain: A User's Guide","U","",,,,,,Y,,,,,,,
"9.34","Biomechanics and Neural Control of Movement","G","2.004,permission of instructor",,"2.183[J]",,"2.184",,,,Y,,"N. Hogan",,,
"9.35","Perceptual Systems","U","9.00;9.01;permission of instructor",,,,,,,,Y,,"J. Mcdermott",,,
"9.357","Current Topics in Perception","G","Permission of instructor",,,,,,,,Y,,"E. Adelson",,,
"9.40","Introduction to Neural Computation","U","Physics II GIR;6.00;9.01;permission of instructor",,,,,,,,Y,,"M. Fee",,,
"9.41","Research and Communication in Neuroscience and Cognitive Science","U","9.URG;permission of instructor",,,,,,Y,,,,"L. Schulz",,,
"9.42","The Brain and Its Interface with the Body","U","7.28,9.09,permission of instructor",,,,,,,,Y,,"F. Zhang",,,
"9.422","Principles of Neuroengineering","G","Permission of instructor",,"20.452[J],MAS.881[J]",,"20.352",,Y,,,,"E. Boyden",,,
"9.455","Revolutionary Ventures: How to Invent and Deploy Transformative Technologies","G","Permission of instructor",,"15.128[J],20.454[J],MAS.883[J]",,,,Y,,,,"E. Boyden",,,
"9.46","Neuroscience of Morality","U","9.00;9.01;9.10,9.20,9.85",,,,,,Y,,,,"R. Saxe",,"HASS-S",
"9.48","Philosophical Issues in Brain Science","U","",,"24.08[J]",,,,Y,,,,"E. Green","CI-H","HASS-H",
"9.50","Research in Brain and Cognitive Sciences","U","9.00;permission of instructor",,,,,,Y,,Y,,"Fall:  L. Schulz\nSpring:  L. Schulz",,,
"9.520","Statistical Learning Theory and Applications","G","6.867,6.041B,18.06,permission of instructor",,"6.860[J]",,,,Y,,,,"T. Poggio",,,
"9.523","Aspects of a Computational Theory of Intelligence","G","Permission of instructor",,"6.861[J]",,,,Y,,,,"T. Poggio",,,
"9.54","Computational Aspects of Biological Learning","U","9.40",,,,,,Y,,,,,,,
"9.56","Abnormal Language","U","24.900,permission of instructor",,"24.907[J]",,,,Y,,,,,,"HASS-S",
"9.583","Functional Magnetic Resonance Imaging: Data Acquisition and Analysis","G","18.05;18.06,permission of instructor",,"HST.583[J]",,,"2018-2019",Y,,,,"S. Whitfield-Gabrieli, J. Polimeni, A. Yendiki",,,
"9.59","Laboratory in Psycholinguistics","U","9.00,24.900",,"24.905[J]",,,,,,Y,,"E. Gibson",,,"LAB"
"9.60","Machine-Motivated Human Vision","U","9.00;9.07",,,,,,,,Y,,"P. Sinha",,,"LAB"
"9.601","Language Acquisition I","G","Permission of instructor",,"24.949[J]",,,,Y,,,,,,,
"9.611","Natural Language and the Computer Representation of Knowledge","G","6.034",,"6.863[J]",,,,,,Y,,"R. Berwick",,,
"9.63","Laboratory in Visual Cognition","U","9.00",,,,,"2017-2018",Y,,,,,,,"LAB"
"9.65","Cognitive Processes","U","9.00",,,,,,,,Y,,,,"HASS-S",
"9.66","Computational Cognitive Science",,"6.008,6.036,6.041B,9.40,18.05,permission of instructor",,"6.804[J]",,"9.660",,,,,,"J. Tenenbaum",,,
"9.660","Computational Cognitive Science","G","Permission of instructor",,,,,,Y,,,,,,,
"9.71","Functional MRI Investigations of the Human Brain","U","9.07,18.05,permission of instructor",,,,,,Y,,,,,,,
"9.77","Computational Perception","U","9.00;9.40;9.35,9.65",,,,,,,,Y,,,,,
"9.822","Psychology and Economics","G","",,"14.137[J]",,,,,,Y,,"D. Prelec",,,
"9.85","Infant and Early Childhood Cognition","U","9.00",,,,,,Y,,,,"L. Schulz",,"HASS-S",
"9.901","Responsible Conduct in Science","G","",,,,,,,Y,,,"M. Wilson",,,
"9.91","Independent Study in Brain and Cognitive Sciences","U","9.00;any other two subjects in Brain;Cognitive Sciences;permission of instructor",,,,,,Y,Y,Y,,"Fall:  M. Wilson\nSpring:  M. Wilson",,,
"9.919","Teaching Brain and Cognitive Sciences","G","",,,,,,Y,,Y,,"Fall:  M. Wilson\nSpring:  M. Wilson",,,
"9.921","Research in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  J. Ormerod\nSpring:  J. Ormerod",,,
"9.941","Graduate Thesis Proposal","G","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  J. Ormerod\nSpring:  J. Ormerod",,,
"9.95","Research Topics in Neuroscience","U","",,,,,,,Y,,,,,,
"9.97","Introduction to Neuroanatomy","U","",,,,,,,Y,,,"R. Ellis-Behnke",,,
"9.S51","Special Subject in Brain and Cognitive Sciences",,"9.00;any other two subjects in Brain;Cognitive Sciences",,,,,,,,,,"I. Pepperberg",,,
"9.S52","Special Subject in Brain and Cognitive Sciences",,"9.00;any other two subjects in Brain;Cognitive Sciences",,,,,,,,,,"Fall:  P. Sinha\nSpring:  R. Ajemian",,,
"9.S911","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,Y,,,,"N. Kanwisher",,,
"9.S912","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,,,Y,,,,,
"9.S913","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,,,Y,,"R. Levy",,,
"9.S914","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,,,Y,,"M. Halassa",,,
"9.S915","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,Y,,,,,,,
"9.S916","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,Y,,,,"P. Sinha",,,
"9.S917","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,Y,,,,"J. Dicarlo",,,
"9.S918","Special Subject in Brain and Cognitive Sciences","G","Permission of instructor",,,,,,,,Y,,"J. Dicarlo",,,
"9.S92","Special Subject in Brain and Cognitive Sciences","U","9.00",,,,,,Y,Y,Y,,"Fall:  J. Auerbach\nSpring:  J. Auerbach",,,
"9.S93","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.S94","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.S95","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.S96","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.S97","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.S98","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.S99","Special Subject in Brain and Cognitive Sciences","U","",,,,,,,Y,,,"K. Kipp",,,
"9.THG","Graduate Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  J. Ormerod\nSpring:  J. Ormerod",,,
"9.UR","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"Fall:  J. Auerbach\nSpring:  J. Auerbach",,,
"9.URG","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"J. Auerbach",,,
"10.00","Molecule Builders","U","Chemistry GIR;Physics I GIR",,,,,,,,Y,,"B. Olsen",,,
"10.01","Ethics for Engineers","U","",,,,"6.9041",,Y,,Y,,"Fall:  B. Trout\nSpring:  B. Trout",,,
"10.02","Foundations of Entrepreneurship for Engineers","U","",,,,,,,,Y,,"B. Trout",,,
"10.03","Advances in Biomanufacturing","U","",,"7.458[J]",,"7.548[J],10.53[J]",,,,Y,,"A. Sinskey",,,
"10.04","A Philosophical History of Energy","U","",,,,,,,,Y,,"B. Trout",,,
"10.05","Foundational Analyses of Problems in Energy and the Environment","U","",,,,,,Y,,Y,,"Fall:  B. Trout\nSpring:  B. Trout",,,
"10.06","Advanced Topics in Ethics for Engineers","U","10.01;10.05;permission of instructor",,,,,,Y,,Y,,"Fall:  B. Trout\nSpring:  B. Trout",,,
"10.10","Introduction to Chemical Engineering","U","Chemistry GIR;Physics I GIR;Calculus I GIR",,,,,,Y,,Y,,"Fall:  K. Prather\nSpring:  K. Prather",,,
"10.213","Chemical and Biological Engineering Thermodynamics","U","5.60;10.10",,,,,,,,Y,,"C. Love",,,
"10.22","Molecular Engineering","U","5.60;10.213",,,,,,,,Y,,,,,
"10.25","Industrial Chemistry and Chemical Process Pathways","G","Chemistry GIR;10.213;10.37",,,,,,Y,,,,,,,
"10.26","Chemical Engineering Projects Laboratory","U","2.671,3.014,5.310,7.02,12.335,1.106,1.107;10.302;permission of instructor",,,,"10.27,10.29",,,,Y,,"G. Rutledge",,,
"10.27","Energy Engineering Projects Laboratory","U","2.671,3.014,5.310,7.02,12.335,1.106,1.107;10.302;permission of instructor",,,,"10.26,10.29",,,,Y,,,,,
"10.28","Chemical-Biological Engineering Laboratory","U","5.310,10.702;7.05,5.07;permission of instructor",,,"10.28L",,,Y,,,,"J. Hamel",,,
"10.28L","Chemical-Biological Engineering Laboratory","U","5.310,7.02,10.702;7.05,5.07;permission of instructor",,,"10.28",,,,Y,Y,,"Spring:  J. Hamel",,,
"10.29","Biological Engineering Projects Laboratory","U","2.671,3.014,5.310,7.02,12.335,1.106,1.107;10.302;permission of instructor",,,,"10.26,10.27",,,,Y,,,,,
"10.291","Introduction to Sustainable Energy","U","Permission of instructor",,"2.650[J],22.081[J]",,,,Y,,,,"M. Golay",,,
"10.301","Fluid Mechanics","U","18.03;10.10",,,,,,,,Y,,"F. Brushett",,,"REST"
"10.302","Transport Processes","U","5.60;10.301;10.213;permission of instructor",,,,,,Y,,,,"W. Tisdale",,,
"10.31","Nanoscale Energy Transport Processes","U","10.302,2.51;3.024,5.61,6.007;permission of instructor",,,,"10.51",,Y,,,,,,,
"10.32","Separation Processes","U","10.213;10.302",,,,,,,,Y,,"T. Hatton",,,
"10.333","Introduction to Modeling and Simulation","U","18.03,3.016,permission of instructor",,,,,,,,Y,,"M. Buehler",,,"REST"
"10.34","Numerical Methods Applied to Chemical Engineering","G","Permission of instructor",,,,,,Y,,,,"W. Green",,,
"10.345","Fundamentals of Metabolic and Biochemical Engineering: Applications to Biomanufacturing","U","5.07,7.05,permission of instructor",,,,"10.545",,,,Y,,"G. Stephanopoulos",,,
"10.37","Chemical Kinetics and Reactor Design","U","5.60;10.301",,,,,,,,Y,,"H. Kulik",,,
"10.390","Fundamentals of Advanced Energy Conversion","U","2.006,2.051,2.06,permission of instructor",,"2.60[J]",,"2.62[J],10.392[J],22.40[J]","2017-2018",,,Y,,,,,
"10.391","Sustainable Energy","G","Permission of instructor",,"1.818[J],2.65[J],11.371[J],22.811[J]",,"2.650[J],10.291[J],22.081[J]",,Y,,,,"M. Golay",,,
"10.392","Fundamentals of Advanced Energy Conversion","G","2.006,2.051,2.06,permission of instructor",,"2.62[J],22.40[J]",,"2.60[J],10.390[J]","2017-2018",,,Y,,,,,
"10.40","Chemical Engineering Thermodynamics","G","10.213",,,,,,Y,,,,"Z. Smith",,,
"10.407","Funding Strategies for Startups","G","",,"2.916[J]",,,,,,Y,,"S. Loessberg",,,
"10.424","Pharmaceutical Engineering","U","10.213",,,,"10.524","2018-2019",Y,,,,"A. Myerson",,,
"10.426","Electrochemical Energy Systems","U","10.302,permission of instructor",,,,"10.626",,,,Y,,"K. Manthiram",,,
"10.43","Introduction to Interfacial Phenomena","G","10.213,introductory subject in thermodynamics,physical chemistry",,,,,"2017-2018",,,Y,,,,,
"10.437","Computational Chemistry","U","",,"5.697[J]",,"5.698[J],10.637[J]",,Y,,,,"H. Kulik",,,
"10.441","Molecular and Engineering Aspects of Biotechnology","U","2.005,3.012,5.60,20.110;7.06;permission of instructor",,"7.37[J],20.361[J]","7.371",,,,,Y,,"H. Lodish, L. Griffith",,,
"10.443","Future Medicine: Drug Delivery, Therapeutics, and Diagnostics","U","5.12,permission of instructor",,,,"10.643[J],HST.526[J]","2017-2018",,,Y,,,,,
"10.450","Process Dynamics, Operations, and Control","U","10.302;18.03",,,,,,,,Y,,"B. Johnston",,,
"10.466","Structure of Soft Matter","U","5.60",,,,"10.566","2017-2018",Y,,,,,,,
"10.467","Polymer Science Laboratory","U","5.12;5.310",,,,,,Y,,,,"D. Anderson",,,
"10.489","Concepts in Modern Heterogeneous Catalysis","U","10.37;10.302",,,,"10.689",,,,Y,,,,,
"10.490","Integrated Chemical Engineering I","U","10.37",,,,,,Y,,,,"B. Johnston",,,
"10.491","Integrated Chemical Engineering II","U","",,,,,,,,Y,,"C. Cooney",,,
"10.492","Integrated Chemical Engineering Topics I",,"10.301;permission of instructor",,,,,,,,,,"H. Sikes",,,
"10.493","Integrated Chemical Engineering Topics II","U","10.301;permission of instructor",,,,,,,Y,,,"J. Drake",,,
"10.494","Integrated Chemical Engineering Topics III","U","",,,,,,,,Y,,"K. Wittrup",,,
"10.495","Molecular Design and Bioprocess Development of Immunotherapies","U","7.06,permission of instructor",,,,"10.595",,,,Y,,,,,
"10.50","Analysis of Transport Phenomena","G","10.301;10.302",,,,,,Y,,,,"W. Deen",,,
"10.51","Nanoscale Energy Transport Processes","G","10.302,2.51;3.024,5.61,6.007;permission of instructor",,,,"10.31",,Y,,,,,,,
"10.52","Mechanics of Fluids","G","10.50",,,,,,Y,,,,,,,
"10.524","Pharmaceutical Engineering","G","",,,,"10.424","2018-2019",Y,,,,,,,
"10.53","Advances in Biomanufacturing","G","",,"7.548[J]",,"7.458[J],10.03[J]",,Y,,Y,,"Fall:  A. Sinskey\nSpring:  A. Sinskey",,,
"10.531","Macromolecular Hydrodynamics","G","2.25,10.301,permission of instructor",,"2.341[J]",,,"2018-2019",,,Y,,"G. Mckinley",,,
"10.536","Thermal Hydraulics in Power Technology","G","2.006,10.302,22.312,permission of instructor",,"2.59[J],22.313[J]",,,"2018-2019",Y,,,,"M. Bucci",,,
"10.537","Molecular, Cellular, and Tissue Biomechanics","G","Biology GIR;2.002,2.006,6.013,10.301,10.302",,"2.798[J],3.971[J],6.524[J],20.410[J]",,,"2017-2018",Y,,,,,,,
"10.538","Principles of Molecular Bioengineering","G","7.06;18.03",,"20.420[J]",,,,Y,,,,"A. Jasanoff",,,
"10.539","Fields, Forces, and Flows in Biological Systems","G","Permission of instructor",,"2.795[J],6.561[J],20.430[J]",,,,Y,,,,"A. Grodzinsky",,,
"10.540","Intracellular Dynamics","G","18.03,7.06,10.302,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"10.542","Biochemical Engineering","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"10.544","Metabolic and Cell Engineering","G","7.05;10.302;18.03",,,,,,Y,,Y,,,,,
"10.545","Fundamentals of Metabolic and Biochemical Engineering: Applications to Biomanufacturing","G","5.07,7.05,permission of instructor",,,,"10.345",,,,Y,,,,,
"10.546","Statistical Thermodynamics","G","5.60,permission of instructor",,"5.70[J]",,,,Y,,,,"B. Zhang",,,
"10.547","Principles and Practice of Drug Development","G","Permission of instructor",,"7.547[J],15.136[J],HST.920[J],IDS.620[J]",,,,Y,,,,"S. Finkelstein",,,
"10.548","Tumor Microenvironment and Transport Phenomena: A Systems Biology Approach","G","18.03;10.301",,"HST.525[J]",,,"2018-2019",Y,,,,"R. Jain",,,
"10.55","Colloid and Surfactant Science","G","Permission of instructor",,,,,,Y,,,,,,,
"10.551","Systems Engineering","G","10.213;10.302;10.37",,,,,,,,Y,,"R. Braatz",,,
"10.552","Advanced Systems Engineering","G","",,,,,,Y,,,,"R. Braatz",,,
"10.555","Bioinformatics: Principles, Methods and Applications","G","Permission of instructor",,"HST.940[J]",,,"2017-2018",,,Y,,,,,
"10.557","Mixed-integer and Nonconvex Optimization","G","10.34,15.053",,,,,,,,Y,,,,,
"10.56","Advanced Topics in Surfactant Science","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"10.560","Structure and Properties of Polymers","G","10.213,permission of instructor",,,,,,,,Y,,"R. Cohen",,,
"10.562","Pioneering Technologies for Interrogating Complex Biological Systems","G","",,"HST.562[J]",,,,,,Y,,"K. Chung",,,
"10.566","Structure of Soft Matter","G","5.60",,,,"10.466","2017-2018",Y,,,,,,,
"10.568","Physical Chemistry of Polymers","G","5.60,10.213,10.40",,,,,,Y,,Y,,"Fall:  G. Rutledge\nSpring:  G. Rutledge",,,
"10.569","Synthesis of Polymers","G","5.12",,,,,,,,Y,,"Z. Smith",,,
"10.571","Atmospheric Physics and Chemistry","G","5.60,5.61;18.075;permission of instructor",,"12.806[J]",,"12.306",,,,Y,,"R. Prinn",,,
"10.579","Energy Technology and Policy:  From Principles to Practice","G","",,"5.00[J],6.929[J],22.813[J]",,,,,,Y,,,,,
"10.580","Solid-State Surface Science","G","10.213",,,,,,Y,,,,,,,
"10.585","Engineering Nanotechnology","G","10.302,10.213,permission of instructor",,,,,,Y,,,,"M. Strano",,,
"10.586","Crystallization Science and Technology","G","10.213",,,,,"2017-2018",Y,,,,,,,
"10.591","Case Studies in Bioengineering","G","Biology GIR,permission of instructor",,,,,,Y,,,,"C. Colton",,,
"10.595","Molecular Design and Bioprocess Development of Immunotherapies","G","Permission of instructor",,,,"10.495",,,,Y,,,,,
"10.606","Visual Strategies for Scientists and Engineers","G","",,,,,,,,Y,,"F. Frankel",,,
"10.625","Electrochemical Energy Conversion and Storage: Fundamentals, Materials and Applications","G","2.005,3.046,3.53,10.40,2.051,2.06,permission of instructor",,"2.625[J]",,,"2017-2018",Y,,,,,,,
"10.626","Electrochemical Energy Systems","G","10.50,permission of instructor",,,,"10.426",,,,Y,,,,,
"10.631","Structural Theories of Polymer Fluid Mechanics","G","10.301",,,,,,,,Y,,"R. Armstrong",,,
"10.637","Quantum Chemical Simulation","G","",,"5.698[J]",,"5.697[J],10.437[J]",,Y,,,,"H. Kulik",,,
"10.643","Future Medicine: Drug Delivery, Therapeutics, and Diagnostics","G","5.12,permission of instructor",,"HST.526[J]",,"10.443","2017-2018",,,Y,,,,,
"10.644","Frontiers in Therapeutics and Drug Delivery","G","7.05,permission of instructor",,"HST.914[J]",,,,Y,,,,,,,
"10.65","Chemical Reactor Engineering","G","10.37,permission of instructor",,,,,,,,Y,,"M. Strano",,,
"10.652","Kinetics of Chemical Reactions","G","5.62,10.37,10.65",,"5.68[J]",,,"2017-2018",Y,,,,,,,
"10.668","Statistical Mechanics of Polymers","G","10.568,permission of instructor",,"3.941[J]",,,"2017-2018",Y,,,,,,,
"10.677","Topics in Applied Microfluidics","G","10.301,permission of instructor.",,,,,,Y,,,,"P. Doyle",,,
"10.689","Concepts in Modern Heterogeneous Catalysis","G","10.37;10.302",,,,"10.489",,,,Y,,,,,
"10.702","Introduction to Experimental Biology and Communication","U","Biology GIR",,"7.02[J]",,,,Y,,Y,,"Fall:  T. Baker, M. Gehring, K.D. Wittrup\nSpring:  L. Boyer; O. Yilmaz, K.D. Wittrup",,,"LAB"
"10.792","Global Operations Leadership Seminar","G","",,"2.890[J],15.792[J],16.985[J]",,,,Y,,Y,,"Fall:  T. Roemer\nSpring:  T. Roemer",,,
"10.805","Technology, Law, and the Working Environment","G","Permission of instructor",,"IDS.436[J]",,,,,,Y,,,,,
"10.806","Management in Engineering","U","",,,,,,Y,,,,"J. Chun",,,
"10.807","Innovation Teams","G","15.911,permission of instructor",,"15.371[J]",,,,Y,,Y,,"Fall:  L. Perez-Breva\nSpring:  L. Perez-Breva",,,
"10.817","Atmospheric Chemistry","G","5.60",,"1.84[J],12.807[J]",,,,Y,,,,"J. Kroll",,,
"10.80",,"G","",,,,,,Y,,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.82",,"G","",,,,,,Y,,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.84",,"G","",,,,,,Y,,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.86",,"G","",,,,,,Y,,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.81",,"G","",,,,,,Y,Y,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.83",,"G","",,,,,,Y,Y,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.85",,"G","",,,,,,Y,Y,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.87",,"G","",,,,,,Y,Y,Y,Y,"Fall:  T. Hatton\nSpring:  T. Hatton",,,
"10.90","Independent Research Problem","G","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  R. Braatz\nSpring:  R. Braatz",,,
"10.910","Independent Research Problem","U","",,,,,,Y,Y,Y,Y,"Fall:  B. Johnston\nSpring:  B. Johnston",,,
"10.911","Independent Research Problem","U","",,,,,,Y,Y,Y,Y,"B. Johnston",,,
"10.953","Seminar in Heterogeneous Catalysis","G","",,,,,,Y,,Y,,,,,
"10.954","Seminar in Applied Optical Spectroscopy","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  W. Tisdale\nSpring:  W. Tisdale",,,
"10.955","Seminar in Electrochemical Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  F. Brushett\nSpring:  F. Brushett",,,
"10.956","Seminar in Atomistic Simulation","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  H. Kulik\nSpring:  H. Kulik",,,
"10.957","Seminar in Bioengineering Technology","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  K. Chung\nSpring:  K. Chung",,,
"10.958","Seminar in the Fluid Mechanics and Self-assembly of Soft Matter","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  J. Swan\nSpring:  J. Swan",,,
"10.960","Seminar in Polymers and Soft Matter","G","",,"3.903[J]",,,,Y,,Y,,"Fall:  D. Irvine\nSpring:  D. Irvine",,,
"10.961","Seminar in Advanced Air Pollution Research","G","Permission of instructor",,,,,,Y,,Y,,,,,
"10.962","Seminar in Molecular Cell Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  D. Lauffenburger\nSpring:  D. Lauffenburger",,,
"10.964","Seminar on Transport Theory","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  M. Bazant\nSpring:  M. Bazant",,,
"10.965","Seminar in Biosystems Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  C. Love\nSpring:  C. Love",,,
"10.966","Seminar in Drug Delivery, Biomaterials, and Tissue Engineering","G","Permission of instructor",,,,,,Y,,Y,,,,,
"10.967","Seminar in Protein-Polymer Materials Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  B. Olsen\nSpring:  B. Olsen",,,
"10.968","Seminar in Biomolecular Engineering","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  H. Sikes\nSpring:  H. Sikes",,,
"10.969","Molecular Engineering Seminar","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  B. Trout\nSpring:  B. Trout",,,
"10.970","Seminar in Molecular Computation","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  W. Green\nSpring:  W. Green",,,
"10.971","Seminar in Fluid Mechanics and Transport Phenomena","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  P. Doyle\nSpring:  P. Doyle",,,
"10.972","Biochemical Engineering Research Seminar","G","Permission of instructor",,,,,,Y,,Y,,,,,
